Job Title,Location,Post Time,Job Description,Requirments,Links
Staff Backend Engineer - Customer Team,"Nana - Sheraton, Cairo", 24 days ago,"Job SummaryWe're building a team of super talented engineers to define and execute on our vision of being the leading online grocery marketplace that provides an innovative experience of grocery shopping in the MENA region. You'll work among cross-functional teams of engineers, designers, data scientists, marketing and operators in a fast paced environment. Our engineers at Nana strive to deliver value to our customers, who are looking to purchase groceries for home delivery, they need their delivery on time, in full and with the optimum price. The role requires a principled approach, a user-first mindset, and technical depth. Duties & ResponsibilitiesBuild worldwide innovative Wallet, Payment solutions with strong focus on quality and scalability.Develop new features, APIs and epics.Write reusable, testable, and efficient code.Maintain current backend code.Work directly with the QA and Product team to achieve high-quality output.Be part of a small team, with a large amount of ownership and responsibility for managing things directly.Ship high-quality solutions with a sense of urgency and speed.Work closely with product managers, other teams, owning a large part of the process from problem understanding to shipping the solution.Have the freedom to suggest and drive organization-wide initiatives.Provide mentorship to junior developers on the team.Participate in weekly scrum meetings and daily stand-ups.Plan, develop, test, and deploy new applications and features (front end, middleware, and back-end).Support and maintain the existing code/applications/libraries.Collaborate on technical solutions with an internal multi-functional team as well as external clients.Document and share knowledge with other team members.Have good experience at payment is a plus. ",6Viewed0In Consideration6Not Selected,https://wuzzuf.net/jobs/p/TCGpKfHDbk0Z-Staff-Backend-Engineer---Customer-Team-Nana-Cairo-Egypt?o=75&l=sp&t=sj&a=python|search-v3|navbg|spbg
"Software Test Automation Engineer (Selenium, Cypress)","360Imaging - Dokki, Giza", 24 days ago,"360Imaging is looking for a “Software Test Automation Engineer” with solid background in automation and manual testing to be part of the testing team who is responsible for testing the different software products in medical visualization and treatment planning solutions produced by our development team.Responsibilities:Design testing scenarios and test cases that will demonstrate conformance to all functional and non-functional requirements, relative to the test levels, as defined in business or technical specifications for the different software applications (Web, Desktop and Mobile Applications). .Identify test cases that may be candidates for automation and create test scripts for itDevelop automated tests, and execute functional, application, and regression based tests. And contribute to the automation framework where requiredRecord and document test results compare to expected resultsRetesting and validation on fixes of bugs or implementation of new featuresMaintain the created test cases and test scripts as the apps get changesCarry out manual testing of test casesCarry out explorative and regression testing where appropriateInvolved in all the different testing activities/processesCollaborate with a cross-functioning and self-organizing team to design and ship apps iteratively in an Agile environment.Collaborate in test planning and in the improving of the “manual and automation” testing processes/activatesReview the tasks delivered by the team while following up on its progress and ensure that it meets the determined criteriaReport test execution and project quality status to the team lead.Constantly be on the lookout for ways to improve monitoring, discover issues, and deliver better value to the customer.Work within an agile, self-organizing team",26Viewed0In Consideration19Not Selected,https://wuzzuf.net/jobs/p/wgbpYrlOlpa4-Software-Test-Automation-Engineer-Selenium-Cypress-360Imaging-Giza-Egypt?o=76&l=sp&t=sj&a=python|search-v3|navbg|spbg
DevOps Engineer,"TTC Technologies - Heliopolis, Cairo", 23 days ago,"Design, implement and maintain our CI/CD pipelines for various customers, internal systems, and production systems.Automate provisioning of production, testing, and staging environments.Maintain the uptime and availability of production systems.Design, implement and maintain monitoring strategies and tools for important metrics.Design, implement and maintain backup/restore strategies and tools.Identifying and deploying cybersecurity measures by continuously performing vulnerability assessment and risk management ",15Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/syFHMTVtYwx4-DevOps-Engineer-TTC-Technologies-Cairo-Egypt?o=77&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Full Stack Developer (PHP Laravel & Vue.js),"CrossWorkers - New Cairo, Cairo", 24 days ago,"Title: Senior Full Stack Developer – “PHP Laravel + Vue JS”Industry: IT SoftwareReporting Line: Team Leader/SDS & Client (POC)Accountabilities :Deliver the assigned tasks within due time frame and minimum percentage of defects/bugs, ensuring the needed quality of delivery is attained.Ensure being up to date with the latest needed technologies aiding the Client’s projects needs and delivery.Document all tasks being implemented for easy reference to the development team and Clients.Effectively Communicates with the Team/Client, for an easy flow of information and connection with the team.Manage time in order to utilize a 25% - 30% for research and learning and 70% - 75% for technical development.Provides information by collecting, analyzing, and summarizing development and service issues.Follow the NDA & Security Data Protection Guidelines ensuring data is confidential and not disclosed to any third parties.BenefitsCompetitive Compensation.Customized Annual Technical/Non-Technical Development Plans.Medical & Social Insurance.Transportation – Bus Routes.Business Travels based on the need.European Clients’ Exposure.You will also have the benefit of working with the latest technologies.",54Viewed10In Consideration32Not Selected,https://wuzzuf.net/jobs/p/HIWhx7PGCVAN-Senior-Full-Stack-Developer-PHP-Laravel-Vuejs-CrossWorkers-Cairo-Egypt?o=78&l=sp&t=sj&a=python|search-v3|navbg|spbg
Full Stack Developer,"Conference Organizing Bu... - Mohandessin, Giza", 30 days ago,"Participating in the design and creation of scalable softwareWriting clean, functional code on the front- and back-endTesting and fixing bugs or other coding issues",7Viewed4In Consideration0Not Selected,https://wuzzuf.net/jobs/p/WAsqVaRwGu73-Full-Stack-Developer-Conference-Organizing-Bureau-Giza-Egypt?o=79&l=sp&t=sj&a=python|search-v3|navbg|spbg
Quality Assurance Specialist ( Technical writer ),"Biobusiness - Haram, Giza", 1 month ago,"Work with product managers, product marketing, and engineers to produce and maintain world-class documentation, including User Guides, Integration Guides, API Developer Guides, In platform documentation (tooltips, welcome instructions, etc.).Oversee team collaboration with Development, QA, Product Management, and other groups to plan, research, write, and revise printed and online documentation, including general overviews, tutorials, installation/configuration instructions, training class materials, and API documentation.Write, Edit, review engineering developers design, development life cycle documentationPrepare, review, revise, and maintain technical documents, including software and systems engineering, system operations, testing, and user documentation.Gather and analyze technical and product information from various sources to document new or changing product functionality.Write, format, edit, review, and proof procedural and technical information for technical and non-technical users.Assist in planning, scheduling, and tracking documentation work to meet product release dates and client deliverables.Build and maintain client aids that go beyond traditional documentation, such as online video, demos, guided tours, and other educational techniques.Learn complex concepts, and communicate the information in a way that is engaging and understood by users.Gather customer feedback on documentation to improve usability.Act as an editor to ensure consistency in training documentation across [redacted].Monitor metrics on the usage of training materials as well as direct customer feedback to prioritize future training investments",37Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/RduoUhAuyKjw-Quality-Assurance-Specialist-Technical-writer-Biobusiness-Giza-Egypt?o=80&l=sp&t=sj&a=python|search-v3|navbg|spbg
Exploration Data Scientist,"Sukari Gold Mines - Qusayr, Red Sea", 1 month ago,"Technical :Identify, analyze, and interpret trends or patterns in complex data sets and depict the story via dashboards and reports (EDA, visual apps)Share and apply existing knowledge with exploration team members to decide the best parameters to use for any given modelRun machine learning simulation models for exploration projects.Get Involved to generate and update geological interpretations and models based on machine learning insightsImport all assay and survey data in the central database and ensure that it’s updated all the time.Monitoring system performance and identifying problems that arise.Responding in a timely manner to user-reported errors.Design and implement database in accordance with different exploration programs needs and viewsDefine users and enable data distribution to the right user, in an appropriate format, and in a timely mannerProvide proactive and reactive data management support and training to usersDetermine, enforce and document database policies, procedures, and standardsMonitor database performance, implement changes, and apply new patches and versions when requiredReview the file management on the shared folder and ensure that it’s up to the standardEnsure that collection and storage of geological data are at an acceptable standard and in an assessable form (i.e. field mapping, core logs, etc.)Provide the support in sample dispatch preparation (with compliance to SGM procedure) to send exploration samples to the certified outside LAB.Keeps all exploration datasets up to date.Share in Field maps preparations and maps digitizingReporting :Responsible for database validation reports.Responsible for QAQC reports.Assist in compiling a Geological monthly Report regarding the status of samples.Machine learning simulation models and findings.Training reports that related to any machine learning and data science",34Viewed7In Consideration27Not Selected,https://wuzzuf.net/jobs/p/PqZvjraQxsI2-Exploration-Data-Scientist-Sukari-Gold-Mines-Red-Sea-Egypt?o=81&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Odoo Developer," - Victoria, Alexandria", 1 month ago,"Enhance applications, develop and configure features and functionalities that support business requirements.Design, develop, customize Odoo apps (new module development, customization).Integrate Odoo with other web applications.Keeping different projects/versions under control using Git.Consistently create quality software that meets specific design and requirements on stated timelines.",8Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/xnk6yBaan0be-Senior-Odoo-Developer-Alexandria-Egypt?o=82&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Odoo Development Specialist,"Smart IT - Nasr City, Cairo", 1 month ago,"Analyze business needs, design and build the solution with OdooConduct development effort estimationsConsistently create quality software that meet specific design and requirements on stated timelinesEnhance applications, develop and configure features and functionalities that support business requirements.Release and deploy the applications on target platformsEnsuring foolproof performance of the deliverablesCoordinating with co-developers and other related departmentsLeading and maintaining regular project status updates adhering to agreed timelines",1Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/KhWofoJgB2LC-Senior-Odoo-Development-Specialist-Smart-IT-Cairo-Egypt?o=83&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Backend Engineer - Platform Team,"Nana - Sheraton, Cairo", 1 month ago,"Develop new features on the server side including documentation, execution, testing and deployment of APIs. Write reusable, testable, and efficient code.Maintain current backend code.Work directly with QA and Product team to achieve high-quality output.",10Viewed0In Consideration1Not Selected,https://wuzzuf.net/jobs/p/jHP5dkkcjmH3-Senior-Backend-Engineer---Platform-Team-Nana-Cairo-Egypt?o=84&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Data Scientist,"Nana - Sheraton, Cairo", 1 month ago,Analyze large amounts of information to discover trends and patterns.Build predictive models and machine-learning algorithms.Propose solutions and strategies to business challenges.Collaborate with data engineering and product development teams.,42Viewed0In Consideration24Not Selected,https://wuzzuf.net/jobs/p/S9C1J3EjbtK0-Senior-Data-Scientist-Nana-Cairo-Egypt?o=85&l=sp&t=sj&a=python|search-v3|navbg|spbg
Backend Engineer,"TEMPO - New Cairo, Cairo", 1 month ago,"Tempo’s mission is to create a healthier world by making personalized fitness training accessible to everyone. It’s the first and only strength training solution that can track your motion and use that data to give you a richer and more effective workout in live and on-demand classes. Using 3D sensors and A.I., Tempo enables expert coaches to correct your form and provide personalized feedback in real-time. With its stunning and compact design, Tempo and all its included accessories work can be tucked away and fit seamlessly into any home. We believe the combination of beautiful hardware, AI technology, and premium content is how we help our members build a lifelong habit with fitness.Tempo is thriving and we’re experiencing growth of over 300% in sales. Headquartered in San Francisco, Tempo's all-star team includes alumni from Google, YouTube, Netflix, Airbnb, Pixar, and Orangetheory, backed by $300 Million in funding from Softbank, General Catalyst, Norwest Venture Partners, Founders Fund, Khosla Ventures, DCM, and Signal Fire.Tempo is seeking a Senior Back End Engineer to join our growing Engineering team. Using your expertise in Python, AWS, and Systems Architecture, you will develop robust solutions to manage our data, APIs, live video systems, and other critical back-end features.",27Viewed4In Consideration23Not Selected,https://wuzzuf.net/jobs/p/bYlfxZ6MB2Xv-Backend-Engineer-TEMPO-Cairo-Egypt?o=86&l=sp&t=sj&a=python|search-v3|navbg|spbg
Junior Digital Design Engineer," Si-Vision - Sheraton, Cairo", 1 month ago,"
Work in a team to deliver the projects assigned to them
Extract specification from standards, design and customer requirements
Participate in complete cycle: specification, architecture, design, synthesis trials and verification for block-level / chip-level digital design activities
Write and ensure the correctness of RTL codes
Perform system level modeling in MATLAB, SIMULINK or other equivalent tool whenever needed by the task
Perform research activities whenever needed to find the best implementation for the target designs
Help verification team in finding and resolving design issues
Support Si-Vision other teams (Analog, Software, Hardware Application Engineering… etc.) during multi-disciplinary activities
Ensure quality measures through following the team process
Write documentation for the designs where the designer participated in their development
Writing scripts to automate and accelerate work flow
Conduct and present the work for reviews and documentation affairs
Follow project plans to deliver the project in the specified time
Report the status of the assigned tasks to the direct manager/leader
Test the implemented designs in lab
Respond effectively to customer requests
",0Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/0wjfkz7YxLzm-Junior-Digital-Design-Engineer-Si-Vision-Cairo-Egypt?o=87&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Digital Design Engineer," Si-Vision - Sheraton, Cairo", 1 month ago,"
Work in a team to deliver the projects assigned to them
Extract specification from standards, design and customer requirements
Participate in a complete cycle: specification, architecture, design, synthesis trials and verification for block-level / chip-level digital design activities
Write and ensure the correctness of RTL codes
Perform system level modeling in MATLAB, SIMULINK or other equivalent tool whenever needed by the task
Perform research activities whenever needed to find the best implementation for the target designs
Help verification team in finding and resolving design issues
Support Si-Vision other teams (Analog, Software, Hardware Application Engineering… etc.) during multi-disciplinary activities
Ensure quality measures through following the team process
Write documentation for the designs where the designer participated in their development
Writing scripts to automate and accelerate workflow
Conduct and present the work for reviews and documentation affairs
Follow project plans to deliver the project in the specified time
Report the status of the assigned tasks to the direct manager/leader
Testing the implemented designs in the lab
Respond effectively to customer requests
",0Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/34yr254CFm8z-Senior-Digital-Design-Engineer-Si-Vision-Cairo-Egypt?o=88&l=sp&t=sj&a=python|search-v3|navbg|spbg
Systems Analyst," - Maadi, Cairo", 1 month ago,"Deploy, maintain, and troubleshoot core business applications, including application servers, associated databases with the new features.Meet and coordinate with internal stakeholders to establish project scope, system goals, and requirements.Develop, analyze, prioritize, and organize requirement specifications, data mapping, diagrams, and flowcharts for developers and testers to follow with them and ensure its compatibility with Egypt branch.Translate highly technical specifications into clear non-technical requirements and vices versa.Manage the set-up and configuration of systems with updates.Define and coordinate the execution of testing procedures, and develop test cases to serve the overall quality assurance process.Provide documentation of all processes and training employees as needed in coordination with H.O.D.Develop and implement maintenance procedures, monitor systems health, gather system statistics, and troubleshoot reported errors and alarms through received tickets from users.Responsible for user creation on system & updating it (adding, deleting, authority level).Coordinate design, implementation, and upgrades of information systems to meet the business and user needs.Implement best practices for scalability, supportability, ease of maintenance, and system performance through daily logging on system to check users & handling compliance.Analyzing data and generating reports upon needed requests Following up with developer’s team on all released issues according to its priority.",14Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/ImOtWYBlEkfE-Systems-Analyst-Cairo-Egypt?o=89&l=sp&t=sj&a=python|search-v3|navbg|spbg
Data Scientist,"Cognitro Analytics  - Maadi, Cairo", 1 month ago,"Analyze client business requirements and map into data science problem.,Manage data collection procedures to include information that is relevant for building analytic models.Processing, cleansing, and verifying the integrity of data used for analysisRun the exploratory ad-hoc analysis to understand data quality levels.Selecting features, building, and optimizing models using machine learning techniques.Augment data with third-party sources of information when neededDesign, develop, test and benchmark predictive analytics models using state-of-the-art AL/MLCreating automated anomaly detection systems and constant tracking of its performancePresenting the information in concise and simple business terminologies.",10Viewed0In Consideration1Not Selected,https://wuzzuf.net/jobs/p/YlmDpx2ff401-Data-Scientist-Cognitro-Analytics-Cairo-Egypt?o=90&l=sp&t=sj&a=python|search-v3|navbg|spbg
SOC L2 Engineer,"ZINAD IT - New Cairo, Cairo", 1 month ago,"Provide Incident Response (IR) support when analysis confirms actionable incidentProvide threat and vulnerability analysis as well as security advisory servicesAssist Entry-Level SOC analysts to help them build stronger skillsReview layer 1 analysts ticket queue, review tickets, closure or reassignment as neededCreate/review/modify documentation as needed, to include any process or procedure and thus ensure it’s up to date and standardDaily/Weekly/Monthly  SOC ReportsPerform basic forensics tasksParticipate in evaluating, recommending, implementing, and troubleshooting security solutions and evaluating IT security of the new IT Infrastructure systemsWorks as part of a team to ensure that corporate data and technology platform components are safeguarded from known threatsProvide recommendations in tuning and optimization of security systems, SOC security process, procedures and policiesDefine, create and maintain SIEM correlation rules, customer build documents, security process and procedures.Staying up-to-date with emerging security threats including applicable regulatory security requirements",4Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/JXJuoQ5mop00-SOC-L2-Engineer-ZINAD-IT-Cairo-Egypt?o=91&l=sp&t=sj&a=python|search-v3|navbg|spbg
Full Stack Developer,"Master Linux - Heliopolis, Cairo", 1 month ago,"We're building out our technology team. We're looking for an experienced full-stack developer interested in contributing to growing and scaling the business.ResponsibilitiesDevelopment within a team environment, including the front and back ends of customer-facing and internal applications. The majority of this work includes node based Restful API and React front ends.Performance debugging, unit testing, benchmarking and building software and automated testing.Developing solutions, you've designed from the ground up through to deployment into production.Contributing to the process of continuous improvement and learning within the team.",65Viewed5In Consideration60Not Selected,https://wuzzuf.net/jobs/p/qGNpSCDf969p-Full-Stack-Developer-Master-Linux-Cairo-Egypt?o=92&l=sp&t=sj&a=python|search-v3|navbg|spbg
Odoo Developer - Remotely," - Cairo, Egypt", 1 month ago,"We are looking for a full-time Odoo developer, who has strong experience in POS, Inventory, Manufacturing & Accounting modules, especially version 13 and 14.The job full-time work from home, not a freelancer or part-time, long contract.He\She will be working in a team to develop new features and enhancements for existing Odoo installations.He\She will provide tech support if needed to the system users.Code check for other team members.Participate in the system architecture meetings. ",8Viewed0In Consideration2Not Selected,https://wuzzuf.net/jobs/p/Dc8monF5Sd5l-Odoo-Developer---Remotely-Cairo-Egypt?o=93&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Quality Control Engineer (Automation),"700 apps - Mohandessin, Giza", 1 month ago,"Duties And Responsibilities:Design and develop quality control methodology and processes based on test automation tools.Review and analyze requirements, specifications, and technical design documents, providing timely feedback.Participate closely in the creation and modification of acceptance criteria.Develop and maintain test cases and plans for systems, and follow test plans based on bug reports. Develop test scripts and run regressions tests periodically.Verify that applications meet business requirements for existing and new features.Audit systems and report faults in a clear step-by-step reproducible way.Identify and investigate failures, and document in depth root causes, and provide suggestions on how to avoid future failures.Examine reports of defects across all information technology systems, check if defects are fixed, document results, and follow up with all interested stakeholders.Identify, collect, analyze, and report on quality metrics.Conduct load and stress tests periodically, and after each release cycle.Review system logs to identify system bugs/errors.Mentor other less experienced quality assurance engineers.",23Viewed6In Consideration17Not Selected,https://wuzzuf.net/jobs/p/pDDLu8Nz6HHg-Senior-Quality-Control-Engineer-Automation-700-apps-Giza-Egypt?o=94&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Odoo Developer,"Arn - Cairo, Egypt", 1 month ago,"The Role:We are looking for talented, innovative, and enthusiastic developers driven to build well-designed products. If you are looking to make a direct impact, send us your CV.What You’ll Do:Design, Develop and test Odoo modules, projects, products and interfaces (Using Python & JavaScript)Maintain & customize Odoo addonsIntegrate Odoo with other applicationsSetup, maintain & monitor Odoo serversOdoo database & Modules migration.Manage source control.",5Viewed0In Consideration3Not Selected,https://wuzzuf.net/jobs/p/XDfcYileMjzl-Senior-Odoo-Developer-Arngeek-com-Cairo-Egypt?o=95&l=sp&t=sj&a=python|search-v3|navbg|spbg
Full Stack Developer,"iSchool - New Cairo, Cairo", 1 month ago,"Job Brief We are looking for a Full Stack Developer to produce scalable software solutions.  That’s responsible for the full software development life cycle, from conception to deployment.As a Full Stack Developer, you should be comfortable with programing languagesif you’re also familiar Knows google scripts and Knows google sheets, we’d like to meet you.Description:Design client-side and server-side architecture.Develop and manage well-functioning databases and applications.Write effective APIs.Test software to ensure responsiveness and efficiency.Troubleshoot, debug and upgrade software.Create security and data protection settings.Build new features with I School system.Work with data and analysts to improve software.Meeting both technical and consumer needs.Staying abreast of developments in web applications and programming languages.",2Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/sCd2YoRzfO6G-Full-Stack-Developer-iSchool-Cairo-Egypt?o=96&l=sp&t=sj&a=python|search-v3|navbg|spbg
Odoo Developer,"Gap Polymers  - Maadi, Cairo", 2 months ago,"Collect Needs and draft ERP application requirementsDesign, Development and testing of Odoo modules, projects, products and interfaces.Upgrading Odoo ERP to the latest version constantly with applying patchesMaintain user count / license consumption Maintaining existing modules.Complete and clear documentation for any task/work done.Test new functions / modifications to existing application modules in accordance with application support.Configuration, installation and maintenance of server and multi database Odoo/Linux environments.Keeping different projects/versions under control using SVN or Git.Other development tasks in systems developed in Python other than Odoo.",1Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/GlAdbUj5PBt0-Odoo-Developer-Gap-Polymers-Cairo-Egypt?o=97&l=sp&t=sj&a=python|search-v3|navbg|spbg
Data Analyst,"Emaar  - Mokattam, Cairo", 2 months ago,"Analysis of customer calls, chat, social media verbatimAnalysis of service requests to understand emerging issues and recurrent in-depth root cause investigationsData quality analysis for owners, tenants, and wider group customers. Analysis are conducted to allow easy auditing and replication, hence using statistical software with approved codes and following departments’ protocols to ensure data security",0Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/DrUf7jmVPzGZ-Data-Analyst-Emaar-Cairo-Egypt?o=98&l=sp&t=sj&a=python|search-v3|navbg|spbg
Odoo Developer," - Nasr City, Cairo", 2 months ago,"
Design, Develop, customize and test Odoo modules, views, reports and interfaces.
Installation, maintenance and configuration of server and multi database Odoo/Ubuntu environments.
Troubleshoot development bugs and server issues.
Keeping different projects/versions under source control Git server.
",16Viewed6In Consideration10Not Selected,https://wuzzuf.net/jobs/p/iVJsy1VyDQOL-Odoo-Developer-Cairo-Egypt?o=99&l=sp&t=sj&a=python|search-v3|navbg|spbg
Junior Computer Vision Engineer,"Beyond Apps Group - Nasr City, Cairo", 2 months ago,"For a multinational company based in Nasr city, Cairo office.Job DescriptionWe are looking for a senior computer vision engineer for Mobile platforms, developers who can combine the programming skills with the art of image/video processing.This role is a bridge between using product requirement definition and algorithms/OpenCV/OpenGL libraries to develop features for various image & video editing.This position should take responsibility for the completion of designated software features; designing suitable solutions to complex problems with assistance from management.ResponsibilitiesResearch, design, implement and evaluate state-of-the-art Computer Vision and Deep Learning Software.Design, implement and optimize key system features using C++.Optimize the performance of the model inference with better usage of different resources like CPU, GPU, etc.Working in close collaboration with software engineers to build solutions for mobile (iOS and Android).",3Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/nZi4AsAZOvW7-Junior-Computer-Vision-Engineer-Beyond-Apps-Group-Cairo-Egypt?o=100&l=sp&t=sj&a=python|search-v3|navbg|spbg
Software Engineer,"StatsBomb - Nasr City, Cairo", 2 months ago,"StatsBomb is looking for a highly skilled and experienced Software Engineer to lead the continued design and implementation of the data collection pipeline in our growing company.The role will focus on developing our existing systems architecture to ensure we can manage the vast demands of data quantity, algorithmic processing and stringent SLA’s demanding customers including Media and broadcasters who need accurate data in real-time.What We Offer:Strong compensation packages.Fast-growing team with high growth opportunities to learn new skillsAbility to work remotely when necessaryFlexible working hours",22Viewed2In Consideration16Not Selected,https://wuzzuf.net/jobs/p/PeYLgdWNH3Dg-Software-Engineer-StatsBomb-Cairo-Egypt?o=101&l=sp&t=sj&a=python|search-v3|navbg|spbg
Programming Instructor - Mansoura,"PL-KSA - Mansoura, Dakahlia", 2 months ago,Programming Instructor in the below LanguagesArduino PythonArm programmingC/C++JavaMATLABC#/.NETAvr programmingRaspberry pi programmingStrong back ground in roboticsJob RolesCreate online CurriculumDeliver online content,1Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/j5UQmTBxJnAS-Programming-Instructor---Mansoura-PL-KSA-Dakahlia-Egypt?o=102&l=sp&t=sj&a=python|search-v3|navbg|spbg
Machine Learning Engineer,"Caelum Egypt - Dokki, Giza", 2 months ago,"G2K is an experienced data-driven software and technology provider for enhanced security, higher customer satisfaction, better reputation, and increased revenues.Machine learning engineers are responsible for Designing and developing machine learning and deep learning systems, Implementing appropriate ML and computer vision algorithms and Running machine learning tests and experiments. The Responsibilities Develop machine learning applications/algorithms according to requirements.Develop Computer Vision applications/algorithms (ex: object detection, tracking and classification) according to requirements.Run machine learning tests and experimentsPerform statistical analysis and fine-tuning using test results.Prepare datasets for model training.Train and retrain systems when necessary.Extend existing ML libraries and frameworks. ",20Viewed8In Consideration2Not Selected,https://wuzzuf.net/jobs/p/qqtdsKkAqwlW-Machine-Learning-Engineer-Caelum-Egypt-Giza-Egypt?o=103&l=sp&t=sj&a=python|search-v3|navbg|spbg
Cloud AI Engineer - Microsoft Azure,"Cognitro Analytics  - Maadi, Cairo", 2 months ago,"Automation of infrastructure used by the Data Science team.Operationalization of Machine Learning projects (MLOps)Providing architectural guidance, data migration, capacity planning, implementation, troubleshooting, monitoring.ML/DL frameworks (such as l, Torch, Caffe, Theano).Best practices & practical challenges in production-level ML systems.Power BI - Spark - Kubernetes - Kubeflow.CI/CD techniques, DevOps & Automated deployment pipelines.s",14Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/S6dlZYk4KjkS-Cloud-AI-Engineer---Microsoft-Azure-Cognitro-Analytics-Cairo-Egypt?o=104&l=sp&t=sj&a=python|search-v3|navbg|spbg
Computer Vision Tech Lead,"Beyond Apps Group - Nasr City, Cairo", 2 months ago,"We are looking for a senior computer vision engineer for Mobile platforms, developers who can combine the programming skills with the art of image processing.This role is a bridge between using product requirement definition and algorithms/OpenCV/OpenGL libraries to develop features for various image & video editing.This position should take responsibility for the completion of designated software features; designing suitable solutions to complex problems with assistance from management.Lead and manage a cross-functional engineering squad, contributing to the codebase when required.Actively seek to identify technical debt and implement strategies to remove it.Mentor and inspire engineers to deliver their best work.ResponsibilitiesAt least 50% hands-on for the development of new and existing algorithms and features.Research, design, implement and evaluate state-of-the-art Computer Vision and Deep Learning SoftwareDesigning and implementing state-of-the-art algorithmsOptimize the performance of the model inference with better usage of different resources like CPU, GPU, etc.Giving technical and functional support for the products across the team, department and businessesContinuously analyzing, researching, and exploring process improvements and new applications and software source codesNurturing the development team and grow together with them",9Viewed4In Consideration0Not Selected,https://wuzzuf.net/jobs/p/j5sAIc63x4yC-Computer-Vision-Tech-Lead-Beyond-Apps-Group-Cairo-Egypt?o=105&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior GCP Cloud & DevOps Engineer," - Cairo, Egypt", 2 months ago,"Role scope: As a Senior Cloud & DevOps Engineer, you will work collaboratively alongside architects, software engineers, data analytics, and application teams with DevOps mindset to design, build, configure and maintain cloud Infrastructure on Google Cloud platform & implement full CI/CD journey for different GCP-based projects serving Bigdata and Analytics solutions achieving major milestones for the customers and the organization.Key Responsibilities and accountabilities:Implement, configure, and maintain the Infrastructure of different Google Cloud platform projects through Infrastructure and configuration management as a code.Work with the architecture team for the integration between different GCP tools in the supported solutionWork with software engineers to operate micro-services.Implement and maintain CI/CD pipelines for different applications to achieve deployments and operations automationAutomating the continuous deployment processSupport, troubleshoot and resolve issues for various IT projects, Analytics services, and implementationsDevelop automation scripts and framework to provision and manage cloud platforms for data analytics & Machine learning solutions build on GCP services, maintaining the DevOps model and saving operation time.Ensuring the highest levels of availability, performance, and security of the platforms.",8Viewed0In Consideration0Not Selected,https://wuzzuf.net/jobs/p/M7mFOUjsRr6U-Senior-GCP-Cloud-DevOps-Engineer-Cairo-Egypt?o=106&l=sp&t=sj&a=python|search-v3|navbg|spbg
Senior Stack Developer - MEAN/MERN,"SmartTech Systems - Nasr City, Cairo", 2 months ago,Perform development tasks within an agile environment (Scrum and Kanban).Handle existing software problems and carry out requested changes.Participate in the Team meetings.Writing Documentation according to business needs.,12Viewed2In Consideration0Not Selected,https://wuzzuf.net/jobs/p/adXVDnRxY4Pr-Senior-Stack-Developer---MEANMERN-SmartTech-Systems-Cairo-Egypt?o=107&l=sp&t=sj&a=python|search-v3|navbg|spbg
Odoo Developer,"E3mel Business for Finan... - Maadi, Cairo", 2 months ago,"Designing, Developing and testing of Odoo (Open ERP) modules, projects, products and interfaces. Maintaining existing modules. Complete and clear documentation for any task/work done.Test new functions / modifications to existing application modules in accordance with application support. Configuration, installation and maintenance of server and multi database Odoo/Ubuntu environments.Keeping different projects/versions under control using SVN or Git. Other development tasks in systems developed in Python other than Odoo.There are some tasks of PHP. Ability to learn new technologies Dealing with the tasks required in the field of Development.",13Viewed2In Consideration7Not Selected,https://wuzzuf.net/jobs/p/yNXK5BwogKW7-Odoo-Developer-E3mel-Business-for-Financial-Managerial-Consultancy-Cairo-Egypt?o=108&l=sp&t=sj&a=python|search-v3|navbg|spbg
