Job title ,Hiring Company,Comapny Address,Shift,Links
Software Engineer - Frontend Development (React),Synapse Analytics,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/2nfLQYosCzna-Software-Engineer---Frontend-Development-React-Synapse-Analytics-Cairo-Egypt?o=196&l=sp&t=sj&a=data science|search-v3|hpb|spbg
ADF Software Developer,MTS-IT,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/vUiHhnCtG6rd-ADF-Software-Developer-MTS-IT-Cairo-Egypt?o=197&l=sp&t=sj&a=data science|search-v3|hpb|spbg
R&D Methodology Analyst,Al Andalous Pharmaceutical Industries,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/39axskGZXCaZ-RD-Methodology-Analyst-Al-Andalous-Pharmaceutical-Industries-Giza-Egypt?o=198&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Android Mobile Developer,Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/kVECZic4UDRr-Android-Mobile-Developer-Cairo-Egypt?o=199&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior BI Developer - KSA,SURE International Technology,"Riyadh, Saudi Arabia ",Full time,https://wuzzuf.net/jobs/p/BaqcJG9IjNz1-Senior-BI-Developer---KSA-SURE-International-Technology-Riyadh-Saudi-Arabia?o=200&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Java Full Stack Developer,Asset Technology Group,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/7TGaUxjNymSB-Java-Full-Stack-Developer-Asset-Technology-Group-Cairo-Egypt?o=201&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Web Developer,The Employer,"Manial, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/MFi030CNPhYC-Web-Developer-The-Employer-Cairo-Egypt?o=202&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Android Developer (Part Time - Remote),Confidential -,"Cairo, Egypt ",Part time,https://wuzzuf.net/jobs/p/yyjJhltT7mR8-Senior-Android-Developer-Part-Time---Remote-Cairo-Egypt?o=203&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior .NET Developer,DEVOPSolution,"Nasr City, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/noaILs46DlVY-Senior-NET-Developer-DEVOPSolution-Cairo-Egypt?o=204&l=sp&t=sj&a=data science|search-v3|hpb|spbg
SAP Consultant,Kandil Steel,"Obour City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/qrnmXYrtB1Rx-SAP-Consultant-Kandil-Steel-Cairo-Egypt?o=205&l=sp&t=sj&a=data science|search-v3|hpb|spbg
iOS Developer,NeoP,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/gLtOISqUgMKe-iOS-Developer-NeoP-Cairo-Egypt?o=206&l=sp&t=sj&a=data science|search-v3|hpb|spbg
ERP Application Consultant,Rednet It Services,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/U4HCJa1kaB5z-ERP-Application-Consultant-Rednet-It-Services-Cairo-Egypt?o=207&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Android Developer,Extreme Solution,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/JY2eof5tQ1iH-Senior-Android-Developer-Extreme-Solution-Cairo-Egypt?o=208&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Product Owner,360Imaging,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/79ucUr1a7ju1-Product-Owner-360Imaging-Giza-Egypt?o=209&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Medical Specialist (Research) - Alexandria,Caduceus Lane,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/2pvZm16FKOxM-Medical-Specialist-Research---Alexandria-Caduceus-Lane-Alexandria-Egypt?o=210&l=sp&t=sj&a=data science|search-v3|hpb|spbg
PHP Laravel - Full Stack Developer (Port Said),Mishkat Nour,"Port Said, Egypt ",Full time,https://wuzzuf.net/jobs/p/nDVauteOCx0x-PHP-Laravel---Full-Stack-Developer-Port-Said-Mishkat-Nour-Port-Said-Egypt?o=211&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Frontend Developer (Angular JS),Arabian Systems,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/LQvblL8qqkjx-Senior-Frontend-Developer-Angular-JS-Arabian-Systems-Cairo-Egypt?o=212&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Software Tester,intrazero,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/JzVhEuHLElDq-Senior-Software-Tester-intrazero-Cairo-Egypt?o=213&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Full Stack .Net Developer,ITS ,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/drWraNr87lWV-Senior-Full-Stack-Net-Developer-ITS-Cairo-Egypt?o=214&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Business Analyst,Caelum Egypt,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/wDVXc0acarwn-Senior-Business-Analyst-Caelum-Egypt-Giza-Egypt?o=215&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Front End Developer," Roaya IT Solutions, ","Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ep90tYcSlT4m-Front-End-Developer-Roaya-IT-Solutions-Cairo-Egypt?o=216&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IOS Mobile Developer - (Alexandria),Softxpert Incorporation ,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/MEKUwHS2N5h4-IOS-Mobile-Developer---Alexandria-Softxpert-Incorporation-Alexandria-Egypt?o=217&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Android Developer,Reach,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/GX6ha2jYY0Ar-Senior-Android-Developer-Reach-Cairo-Egypt?o=218&l=sp&t=sj&a=data science|search-v3|hpb|spbg
C++ Developer (QT QML),360Imaging,"Dokki, Giza, Egypt ",Work from home,https://wuzzuf.net/jobs/p/nOz7xFcc7AYB-C-Developer-QT-QML-360Imaging-Giza-Egypt?o=219&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Full Stack Developer,Affsquare,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/72GD9NDa8HTA-Senior-Full-Stack-Developer-Affsquare-Cairo-Egypt?o=220&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Java Spring Developer,STC Solutions - Egypt,"New Cairo, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/vLidFBZ7VXm5-Senior-Java-Spring-Developer-STC-Solutions---Egypt-Cairo-Egypt?o=221&l=sp&t=sj&a=data science|search-v3|hpb|spbg
UI/UX Web Designer,Dimofinf Operations Center,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/pCbLwBGjVebh-UIUX-Web-Designer-Dimofinf-Operations-Center-Cairo-Egypt?o=222&l=sp&t=sj&a=data science|search-v3|hpb|spbg
GIS Technical Writer - Cairo,EKC Egypt ,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/1STo4g5eF2rl-GIS-Technical-Writer---Cairo-EKC-Egypt-Cairo-Egypt?o=223&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Software Tester - Quality Assurance,Aqarmap.com,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/s4158R0DoIK8-Senior-Software-Tester---Quality-Assurance-Aqarmap-com-Cairo-Egypt?o=224&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Odoo Developer,Crevisoft Corporation,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/kZDSiZgPQLrN-Odoo-Developer-Crevisoft-Corporation-Cairo-Egypt?o=225&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Database Developer,GCSSD,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/GmndqeawDZ4a-Database-Developer-GCSSD-Cairo-Egypt?o=226&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Odoo Developer,Peerless,"Giza, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/RdsJ7Gedr7vi-Senior-Odoo-Developer-Peerless-Giza-Egypt?o=227&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Service Management Consultant - Cairo,Ejada (Cairo),"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ckDl0maKV7kP-IT-Service-Management-Consultant---Cairo-Ejada-Cairo-Cairo-Egypt?o=228&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Microbiology Specialist,EVA Cosmetics ,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/lpaxrlc3z79D-Microbiology-Specialist-EVA-Cosmetics-Giza-Egypt?o=229&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Software Testing Engineer,Informatique Education,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/LkRPrJnHqRff-Senior-Software-Testing-Engineer-Informatique-Education-Cairo-Egypt?o=230&l=sp&t=sj&a=data science|search-v3|hpb|spbg
System Administrator,SilverLinks,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/4rCyn3DIbBD0-System-Administrator-SilverLinks-Cairo-Egypt?o=231&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior .Net Full Stack Developer (Project Based),One Point Holding,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/zq1P7w9fu5a5-Senior-Net-Full-Stack-Developer-Project-Based-One-Point-Holding-Cairo-Egypt?o=232&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Sr. DevOps Engineer,Si-Ware Systems,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/XzteDTKMtHvK-Sr-DevOps-Engineer-Si-Ware-Systems-Cairo-Egypt?o=233&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Order Processing Coordinator,Interact Technology Solutions,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/8ml5Q0cui4LK-Order-Processing-Coordinator-Interact-Technology-Solutions-Cairo-Egypt?o=234&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Software Developer – PHP Native,CrossWorkers,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/KRR9LjSV4cGc-Senior-Software-Developer-–-PHP-Native-CrossWorkers-Cairo-Egypt?o=235&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Product Specialist,Ghalioungui ,"Mokattam, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/CrUHF5wOmpBr-Product-Specialist-Ghalioungui-Cairo-Egypt?o=236&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Tester - QA,Dayra,"Zamalek, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/QcDzrLxPMrCc-Software-Tester---QA-Dayra-Cairo-Egypt?o=237&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Android Developer,SURE International Technology,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Rdqd3pScmmZf-Android-Developer-SURE-International-Technology-Cairo-Egypt?o=238&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Sr Java Developer,Centro Global Solutions,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/F4V7O2E8KuQd-Sr-Java-Developer-Centro-Global-Solutions-Cairo-Egypt?o=239&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Tester,Wakeb Data,"Mohandessin, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/Ys9WUm2m8jXF-Software-Tester-Wakeb-Data-Giza-Egypt?o=240&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Full Stack .Net Developer,Flairstech,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/XgUTvC10nXjd-Senior-Full-Stack-Net-Developer-Flairstech-Cairo-Egypt?o=241&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior DevOps Engineer,Trufla,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/F21wOCg40P51-Senior-DevOps-Engineer-Trufla-Cairo-Egypt?o=242&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Technical Product Manager,Paymob Solutions,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/eyx6SclRVXHv-Technical-Product-Manager-Paymob-Solutions-Cairo-Egypt?o=243&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior DevOps Engineer,DIRAC SYSTEMS,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/DubSAjVMcsP6-Senior-DevOps-Engineer-DIRAC-SYSTEMS-Cairo-Egypt?o=244&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Cloud Engineer (DG 360),Ibn Sina Pharma,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/zklGOGVbzFNY-Cloud-Engineer-DG-360-Ibn-Sina-Pharma-Cairo-Egypt?o=245&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior System Administrator - Sharepoint Development,Etisalat Misr,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/MDvJtdPeScsQ-Senior-System-Administrator---Sharepoint-Development-Etisalat-Misr-Cairo-Egypt?o=246&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Backend Engineer,TEMPO,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/hodoLSAzrVbS-Senior-Backend-Engineer-TEMPO-Cairo-Egypt?o=247&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Optimization Specialist,WebBeds,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/qhEW2UpqTVsX-Optimization-Specialist-WebBeds-Cairo-Egypt?o=248&l=sp&t=sj&a=data science|search-v3|hpb|spbg
InfoSec Engineer,Silicon Egypt,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/E3Gg1Rczf8Cz-InfoSec-Engineer-Silicon-Egypt-Cairo-Egypt?o=249&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Application Support Specialist,EME International,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/fR27aqFXkcsK-Application-Support-Specialist-EME-International-Cairo-Egypt?o=250&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Store Keeper,The Higher Institute for Administrative Sciences,"Warraq, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/oW8FzSiPO7XB-Store-Keeper-The-Higher-Institute-for-Administrative-Sciences-Giza-Egypt?o=251&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Odoo Developer & Implementer,EZI Codes,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/HAltqwwHqeyv-Senior-Odoo-Developer-Implementer-EZI-Codes-Cairo-Egypt?o=252&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Full Stack Developer,Confidential -,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/kjrmyEAuTMzA-Senior-Full-Stack-Developer-Giza-Egypt?o=253&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Engineering Team Leader,360Imaging,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/6xUxxSsR8EQH-Software-Engineering-Team-Leader-360Imaging-Giza-Egypt?o=254&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior System Analyst,B.Tech,"Nasr City, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/88oJoI6pYe7S-Senior-System-Analyst-B-Tech-Cairo-Egypt?o=255&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Back End Developer,myCompany,"Bourj Alarab, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/kB6fZNPcTgja-Back-End-Developer-myCompany-Alexandria-Egypt?o=256&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Sales Engineer,Dimensions Information Technology,"Cairo, Egypt ",Shift based,https://wuzzuf.net/jobs/p/6qEXYILTCUuW-Software-Sales-Engineer-Dimensions-Information-Technology-Cairo-Egypt?o=257&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Network Engineer,ServerHub,"Dallas, United States ",Full time,https://wuzzuf.net/jobs/p/msUH4K8HweLm-Senior-Network-Engineer-ServerHub-Dallas-United-States?o=258&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Full Stack .Net Developer,Confidential -,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/dFkjaVROfw4h-Senior-Full-Stack-Net-Developer-Cairo-Egypt?o=259&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Cloud Architect,Etisalat Misr,"Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/Aq2JXkQ16hr4-Senior-Cloud-Architect-Etisalat-Misr-Cairo-Egypt?o=260&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Market Access Manager - Pharmaceutical,Semak,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/qM3NMlNmWR22-Market-Access-Manager---Pharmaceutical-Semak-Giza-Egypt?o=261&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Software Engineer,Confidential -,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/8W8EQje1WhFk-Software-Engineer-Cairo-Egypt?o=262&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Full Stack Developer,Caelum Egypt,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/yoqslCFZ1byN-Senior-Full-Stack-Developer-Caelum-Egypt-Giza-Egypt?o=263&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Lead Mobile Automation Engineer - Customer Team,Nana,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/fUxqjC7dyZKU-Lead-Mobile-Automation-Engineer---Customer-Team-Nana-Cairo-Egypt?o=264&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Software Developer - ReactJS,CrossWorkers,"New Cairo, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/ikRdSNuMWmAw-Senior-Software-Developer---ReactJS-CrossWorkers-Cairo-Egypt?o=265&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Product Specialist (Spectragel) - Heliopolis,PRT Scientific Office,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/KuuC2iXlIPHh-Product-Specialist-Spectragel---Heliopolis-PRT-Scientific-Office-Cairo-Egypt?o=266&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Back End Web Developer (Django),Centro Global Solutions,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/w2fciQ3j6J7r-Back-End-Web-Developer-Django-Centro-Global-Solutions-Cairo-Egypt?o=267&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Quality Control (Testing) Engineer,Hyper Media Labs,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/T1M7H2LE2bwd-Quality-Control-Testing-Engineer-Hyper-Media-Labs-Cairo-Egypt?o=268&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Technical Support (80 % Of Work Will Be Allocated In Africa),Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ymgfCb8s4v1u-IT-Technical-Support-80-Of-Work-Will-Be-Allocated-In-Africa-Cairo-Egypt?o=269&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Mobile Developer,Crystal Mind,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/HISbU7sRoM4F-Mobile-Developer-Crystal-Mind-Cairo-Egypt?o=270&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Java Full Stack Developer - Angular,Acuanix,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/5jpI1Ax6sgiT-Senior-Java-Full-Stack-Developer---Angular-Acuanix-Cairo-Egypt?o=271&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Help Desk Specialist,El Nasr Group,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/X3BSuUYqApvv-IT-Help-Desk-Specialist-El-Nasr-Group-Cairo-Egypt?o=272&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior iOS Developer (Part Time - Remote),Confidential -,"Cairo, Egypt ",Part time,https://wuzzuf.net/jobs/p/Fp4FgWRN7LQ8-Senior-iOS-Developer-Part-Time---Remote-Cairo-Egypt?o=273&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Application Engineer,Qsource,"Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/QHERobtZx3al-Application-Engineer-Qsource-Cairo-Egypt?o=274&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Azure Cloud Consultant (Freelancer),National Technology,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Uo1ml12FKR5I-Azure-Cloud-Consultant-Freelancer-National-Technology-Cairo-Egypt?o=275&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Full Stack PHP Developer,Smartera 3S ,"Alexandria, Egypt ",Freelance / Project,https://wuzzuf.net/jobs/p/CtrE8sW2MzRs-Senior-Full-Stack-PHP-Developer-Smartera-3S-Alexandria-Egypt?o=276&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Document Controller,Ameco Medical Industries,"10th of Ramadan City, Sharqia, Egypt ",Full time,https://wuzzuf.net/jobs/p/TXYGfTk5J363-Document-Controller-Ameco-Medical-Industries-Sharqia-Egypt?o=277&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Information Security Manager,Ghassan Ahmed Alsulaiman for Electronic Services,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/KD3caV5ofqtS-Information-Security-Manager-Ghassan-Ahmed-Alsulaiman-for-Electronic-Services-Cairo-Egypt?o=278&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Presales Supervisor (Software System Integrator),One Point Holding,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/oQAqLLPDAYTQ-Presales-Supervisor-Software-System-Integrator-One-Point-Holding-Giza-Egypt?o=279&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior .NET Developer - Early Morning Shift,Kick Start Interactive,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/3MyMwDRlF0Y8-Senior-NET-Developer---Early-Morning-Shift-Kick-Start-Interactive-Giza-Egypt?o=280&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Line Manager,Dulex Lab,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/q1fvD99tAjoP-Line-Manager-Dulex-Lab-Cairo-Egypt?o=281&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Agriculture Engineer - Plant Tissue Culture,Egyptian French Company for Plants Tissue Culture S.A.E,"Obour City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/BjqLDNjoU16I-Agriculture-Engineer---Plant-Tissue-Culture-Egyptian-French-Company-for-Plants-Tissue-Culture-S-A-E-Cairo-Egypt?o=282&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IPC Specialist -Alexandria,Pharaonia Pharma,"Bourj Alarab, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/229LTfKLkgfo-IPC-Specialist--Alexandria-Pharaonia-Pharma-Alexandria-Egypt?o=283&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Dynamics NAV & D365 Retail Specialist,Ghassan Ahmed Alsulaiman for Electronic Services,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/EqTXAuOc0Cci-Dynamics-NAV-D365-Retail-Specialist-Ghassan-Ahmed-Alsulaiman-for-Electronic-Services-Cairo-Egypt?o=284&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Product Designer - UI/UX,360Imaging,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/03RW09NsY8Sb-Product-Designer---UIUX-360Imaging-Giza-Egypt?o=285&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Mobile Team Leader - Android,CrossWorkers,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ZMdIAVW6GY7e-Mobile-Team-Leader---Android-CrossWorkers-Cairo-Egypt?o=286&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Regulatory Affairs Specialist,dkt Egypt,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/9r3tkj8VKjxz-Regulatory-Affairs-Specialist-dkt-Egypt-Cairo-Egypt?o=287&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Director,Confidential -,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/U3StgvA97396-IT-Director-Cairo-Egypt?o=288&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Web UI/UX Designer,Qurba,"Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/N8No6u7dn11k-Web-UIUX-Designer-Qurba-Alexandria-Egypt?o=289&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Angular Developer,Musala Soft,"Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/1GQCmROpmons-Senior-Angular-Developer-Musala-Soft-Cairo-Egypt?o=290&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Production Chemical Engineer,Eagle Chemicals,"6th of October, Giza, Egypt ",Work from home,https://wuzzuf.net/jobs/p/EDGv7FzmD2CE-Production-Chemical-Engineer-Eagle-Chemicals-Giza-Egypt?o=291&l=sp&t=sj&a=data science|search-v3|hpb|spbg
IT Executive (Specialist) - Cairo,Aramex International,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/lGqZB3llEmSe-IT-Executive-Specialist---Cairo-Aramex-International-Cairo-Egypt?o=292&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Business Intelligence Specialist,Johnson Controls,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/WF2g57BsPcgK-Business-Intelligence-Specialist-Johnson-Controls-Cairo-Egypt?o=293&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior E-Commerce Software Developer (Magento 2),shop4build,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/4Hqb1EdMVhc5-Senior-E-Commerce-Software-Developer-Magento-2-shop4build-Cairo-Egypt?o=294&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Senior Python Developer,"Nile Bits, LLC","6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/KJ1HdMKdN10N-Senior-Python-Developer-Nile-Bits-LLC-Giza-Egypt?o=295&l=sp&t=sj&a=data science|search-v3|hpb|spbg
iOS Mobile Developer,Confidential -,"Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/TEuTPBW2Jb8h-iOS-Mobile-Developer-Cairo-Egypt?o=296&l=sp&t=sj&a=data science|search-v3|hpb|spbg
HR Information System - HRIS Specialist,YELO,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/xQcWgo8Ym4j4-HR-Information-System---HRIS-Specialist-YELO-Cairo-Egypt?o=297&l=sp&t=sj&a=data science|search-v3|hpb|spbg
Oracle Middle Ware Administrator,Confidential -,"New Cairo, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/Z32AkHxPrJyV-Oracle-Middle-Ware-Administrator-Cairo-Egypt?o=298&l=sp&t=sj&a=data science|search-v3|hpb|spbg
